4,Omaya春川炒雞,229882892,新北市三重區正義北路87號,121.497188,25.06513786,https://www.facebook.com/Omaya%E6%98%A5%E5%B7%9D%E7%82%92%E9%9B%9E-%E4%B8%89%E9%87%8D%E6%AD%A3%E7%BE%A9%E5%BA%97-743490889116985/,
4,娘子韓食,225788838,台北市大安區大安路一段19巷20號,121.547123,25.04439354,https://www.facebook.com/anae8888/,
4,Mini K小韓坊,02-2758-0073,台北市信義區松壽路22號3F,121.4801953,25.03567505,https://www.facebook.com/mini.k.taiwan/,
4,涓豆腐,02-2781-1119,台北市敦化南路1段233巷9號,121.567907,25.04048347,http://www.dubuhouse.com.tw/,
5,義饗食堂,277355077,台北市大安區羅斯福路四段83號2樓,121.536197,25.01340485,http://www.justsleep.com.tw/NTU/zh/restaurant,
5,洋朵義式廚坊,223316268,台北市重慶南路一段75號,121.513313,25.04418373,http://www.yentlpasta.com.tw/menu_cream.html,
5,瑪莎拉義式精緻料理餐廳Marsala,227110213,台北市光復南路346巷48號,121.556077,25.03851128,http://www.yufublog.com/2013/09/blogger-food-Marsala.html,
5,FOREST森林義式餐廳,227711007,台北市忠孝東路四段216巷11弄6號1樓,121.55323,25.0407486,http://theforest.com.tw/#about,
5,螺絲瑪莉(Rose Mary),225219822,台北市中山區南京西路12巷13弄9號,121.521913,25.05171585,http://rosemary.com.tw/reservation.html,
6,貳樓,223610861,台北市中正區北平西路3號,121.51706,25.04775047,http://www.secondfloorcafe.com/,
6,光點紅氣球,225625612,台北市中山北路二段十八號,121.522161,25.05327988,http://www.spot.org.tw/introduction/le_ballon_rouge.html,
6,好初早餐,222532087,台北市板橋區文化路2段125巷70號,121.469982,25.02787209,https://www.facebook.com/hoochuu/,
6,Hana cafe,227317085,臺北市大安區延吉街160巷11號,121.554225,25.03932953,https://www.facebook.com/Hana.cafe.tea.zakka/,
6,Rilakkuma Cafe 拉拉熊咖啡廳,227730303,忠孝東路四段248巷3號,121.55425,25.04076576,https://www.facebook.com/Rilakkuma-Caf%C3%A9-%E6%8B%89%E6%8B%89%E7%86%8A%E5%92%96%E5%95%A1%E5%BB%B3-1616150091961471/,
6,黑鳥先生mr. black bird,227752787,忠孝東路四段181巷35弄8號,121.551266,25.04388809,https://www.facebook.com/mr.blackbird.cafe,
9,金沙塔雲泰料理,02-8771-5199,台北市忠孝東路四段216巷40弄4號,121.552789,25.0392952,http://sweetiecynstudio.pixnet.net/blog/post/265200743-%5B%E5%8F%B0%E5%8C%97%E6%9D%B1%E5%8D%80%5D-%E9%87%91%E6%B2%99%E5%A1%94%E9%9B%B2%E6%B3%B0%E6%96%99%E7%90%86,
9,Lacuz,02-2271-2033,台北市敦化南路1段236巷29號,121.546375,25.04069328,http://www.lacuz.com/,
9,晶湯匙泰式主題餐廳,02-2552-6835,台北市承德路1段1號4樓(京站),121.517194,25.04930878,http://www.crystalspoon-thai.com/,
9,小湯匙越式料理,02-2552-6227,台北市承德路1段1號4樓(京站),121.517194,25.04930878,http://www.crystalspoon-thai.com/index.php?action=location-detail&cid=10&id=18,
9,印度皇宮,02-2763-9661,台北市忠孝東路4段599巷24號1F,121.544573,25.04169655,https://www.facebook.com/indianpalace2013,
9,磐石坊正宗印尼料理,02-27325048,台北市大安區樂利路15號1樓,121.55128,25.02806664,http://satehouse.eatingout.com.tw/,
8,潮品集,02-2772-2687,台北市忠孝東路四段172號,121.550981,25.04130173,http://www.sanwant.com/Traditional/restaurant2_2_article.php,
8,新葡苑粵式料理,02-2758-1889,台北市信義區松壽路9號6樓,121.566757,25.03661919,http://www.shinpuyuan-group.com/ch/shinpu/newsDetail.aspx?No=189&Day=2014%E5%B9%B49%E6%9C%8815%E6%97%A5%20%E4%B8%8B%E5%8D%88%2006:45,
8,糖朝港式飲茶,02-8771-5894,台北市大安區忠孝東路四段197號2樓,121.55163,25.04171181,http://www.sweetdynasty.com/home/index2,
8,京星港式飲茶,02-2777-1717,台北市忠孝東路4段166號2F,121.550568,25.04129219,http://www.citystar.com.tw/,
3,EATING TIME,02 2351 3663,106台北市大安區永康街18號,121.5272123,25.03107643,https://www.facebook.com/EATINGTIME/,
3,Bravo Burger發福廚房,02 8771 9787,106台北市大安區市民大道四段72號,121.5423439,25.05280495,https://www.facebook.com/bravoburger.tw,
3,AWESOME BURGER,02 2764 2906,110台北市信義區基隆路一段190巷11號,121.4801953,25.05775261,https://www.facebook.com/AWESOME-BURGER-%E6%BE%B3%E6%A3%AE%E6%BC%A2%E5%A0%A1-134183399987046/,
3,Burger & Co,02 2784 0182,106台北市大安區通安街49號,121.4801953,25.05775261,http://burgerandcotaipei.com/,
8,Trio,02 2703 8706,106台北市大安區敦化南路二段63巷54弄12號,121.4813826,25.03053284,https://www.facebook.com/williamsworks,
8,A Train Leads The Way To Jazz,02 2721 2322,台北市中山區八德路二段233號2樓,121.5384453,25.04686356,https://www.facebook.com/JerryWuChengHen
8,後院，Larriere-cour,02 2704 7818,106台北市大安區安和路二段23巷4號,121.5525338,25.03219986,https://www.facebook.com/Larrierecour/,
8,建國啤酒廠,02 2771 9131,104台北市中山區八德路二段85號,121.5364158,25.04664993,http://event.ttl-eshop.com.tw/tp/,
8,Q9 LOUNGE BAR,0930 068 507,106台北市大安區忠孝東路四段223巷49弄1號,121.5505413,25.04298401,http://www.q9loungebar.com/,
1,富霸王豬腳,02 2507 1918,104台北市中山區南京東路二段115巷20號,121.533287,25.05652809,https://www.facebook.com/pages/%E5%AF%8C%E9%9C%B8%E7%8E%8B%E8%B1%AC%E8%85%B3/430443326978999?fref=ts,
1,石碇許家手工麵線,0932 129 041,223新北市石碇區烏塗村四分子3號,121.6452827,25.0098662,http://sdnoodle.pixnet.net/blog,
1,金峰滷肉飯,02 2396 0808,100台北市中正區羅斯福路一段10號,121.5163356,25.03205299,https://www.facebook.com/pages/%E9%87%91%E5%B3%B0%E6%BB%B7%E8%82%89%E9%A3%AF/526294797471281?fref=ts,
1,先進海產店,02-2578-4397,台北市延吉街23巷5號,121.5516162,25.04638481,https://www.facebook.com/pages/%E5%85%88%E9%80%B2%E6%B5%B7%E7%94%A2/186190514755580,
1,阜杭豆漿,912345678,100台北市中正區忠孝東路一段108號、2F,121.522,25.0442009,https://www.facebook.com/pages/%E8%8F%AF%E5%B1%B1%E5%B8%82%E5%A0%B4-%E9%98%9C%E6%9D%AD%E8%B1%86%E6%BC%BF/154088941341874,
1,鄭記豬腳飯,987654321,100台北市中正區延平南路22號,121.5108918,25.04688263,https://www.facebook.com/%E9%84%AD%E8%A8%98%E8%B1%AC%E8%85%B3%E8%82%89%E9%A3%AF-112127185534224/,
1,兄弟蚵仔麵線,02 2367 1335,100台北市中正區汀州路三段235號,121.5326815,25.01539421,https://www.facebook.com/pages/%E5%85%AC%E9%A4%A8%E5%85%84%E5%BC%9F%E8%9A%B5%E4%BB%94%E9%BA%B5%E7%B7%9A/329731603738207?fref=ts,
1,王記府城肉粽,02 2775 4032,105台北市松山區八德路二段374號,121.5147175,25.02624893,https://www.facebook.com/pages/%E7%8E%8B%E8%A8%98%E5%BA%9C%E5%9F%8E%E8%82%89%E7%B2%BD/188303407861655?fref=ts,
2,鷹流東京  油拉【蘭丸ranmaru】,900999000,105台北市松山區延吉街2號,121.5337574,25.04806137,https://www.facebook.com/%E9%B7%B9%E6%B5%81%E6%9D%B1%E4%BA%AC%E9%86%A4%E6%B2%B9%E6%8B%89%E9%BA%BA%E8%98%AD%E4%B8%B8ranmaru%E5%BB%B6%E5%90%89%E8%A1%97%E5%BA%97-257221581146412/info/?tab=page_info,
2,金子半之助,+81 3-3243-0707,號、臺北車站、No. 3北平西路中正區、台北市100,121.5176479,25.04341698,http://kaneko-hannosuke.com/shopinfo/,
9,添好運,02-2729-3378,台北市信義區忠孝東路五段8號B2,121.565605,25.040552,http://www.timhowan.com.tw/,
